Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num
173;0,204364452;...人追逐，正和你一般狼狈。”于是抱起猴儿，轻轻拔下短箭，从怀中[[[取出草药来]]]，敷上箭伤的伤口。便在此时，犬吠声已响到近处，张无忌拉开衣襟，...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
50;0,801854908;...良久，庙中了无声息，海沙派人众似乎突然间不知去向。他从神像后[[[探头出来]]]一望，只见二十余名盐枭好端端的站着，只是一动不动，想是都给点了...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
178;0,710777577;...的金刚指，一时却无善策，乾坤犬挪移之法虽可伤他，却不能逼得他[[[取出药来]]]，正自沉吟，张三丰道：“孩子，你过来！”张无忌道：“是！太师父...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
170;0,610491348;...众人忽地两旁分开，各人微微躬身，手中兵器刃尖向地，抱拳行礼，[[[让出路来]]]。俞莲舟还了一礼，昂然而过。这干人待俞莲舟走出圈子，忽地向中间...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4
215;0,393905457;...手去掠头发，手肘拍的一下，撞到身边一架纺棉花的纺车。她从腰间[[[拔出剑来]]]，刷的一声，便将那纱车劈为两截。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
209;0,485807276;...腕，但觉左掌心隐隐疼痛，提掌一看，见一道极细的剑痕横过掌心，[[[渗出血来]]]，不由得又惊又恐，心想这一下只消收掌慢了半分，这手掌岂非废了？...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
214;0,597151188;　　萧远山双目中欲[[[喷出火来]]]，喝道：“甚么重大原由？你……你说，你说！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
67;0,595872756;　　乌老大道：“好，桑胖子，取[[[解药出来]]]。”桑土公道：“你放我下地啊！”乌老大道：“我一放手，敌人又捉...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
211;0,768370057;...成话。我虽然全无武功，但以凌波微步去和慕容复纠缠一番，让大哥[[[腾出手来]]]先打退那个丑脸庄帮主，也是好的。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
15;0,428144669;...此人武功当不在自己之下，机智谋略更是远胜，何况自己直至此刻，[[[瞧出来眼]]]前始终迷雾一团，但自己一切所作所为，对方却显然清清楚楚。一生之...;New;No;No;Absent;Indefinite;Absent;Non-concrete;8;V-chulai-N;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
201;0,383576826;...阮星竹道：“阿紫乖宝，妈有好东西给你，你快放了褚叔叔。”阿紫[[[伸出手来]]]，道：“你先给我，让我瞧好是不好。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
196;0,513684404;...，但对手大是劲敌，却也不敢怠慢，只想擒住这矮胖长老，逼长臂叟[[[取出解药来]]]救治风四弟，当下施展擒拿手，从钢杖的空隙中着着进袭。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
192;0,515413024;...石砰的一掌，击将出去。云中鹤双掌一挡，只感胸中气血翻涌，险些[[[喷出血来]]]。他强自忍住，双睛望出来模糊一片，已看不清对手拳脚来路。巴天石...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
69;0,129530061;...去，如何放得？快取解药出来。”旁边的人跟着起哄：“是啊，快拿[[[解药出来]]]！”更有人在破口大骂：“贼苗子，还在推三阻四，瞧老子一把火将你...;Given;Yes;No;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
193;0,60969361;...瘦竹篙可最怕痒。”钟灵心想：“呵痒吗？那倒是我的拿手本事。”[[[伸出手来]]]，正要往云中鹤腋窝里呵去，不料云中鹤先听到南海鳄神的话，不等钟...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
197;0,014893451;...四，徐长老请他千里迢迢的前来分证一件大事，眼见此人痴痴迷迷，[[[说出话来]]]，谁也不知到底有几分可信。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
216;0,188784986;...　他为了自己而去做大违本意之事，却毫不居功，不由得更是感激，[[[伸出手来]]]，握住了段誉的手，说道：“段公子，我……我……今生今世，难以相...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
68;0,797730144;...地啊！”乌老大道：“我一放手，敌人又捉了你去，如何放得？快取[[[解药出来]]]。”旁边的人跟着起哄：“是啊，快拿解药出来！”更有人在破口大骂...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4
223;0,119020848;...自己胸口刺入了剑尖。阿曼叫道：「苏普，退下！」苏普双目中如要[[[喷出火来]]]，咬牙切齿，站在当地，过了好一会，终於一步步的退回，颓然坐倒在...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 白马啸西风.TXT;Fiction;Written;1980-2000;4
226;0,781947135;...「我全真门中那有这般蛮打的笨功夫？」但後来见他情急拚命，只怕[[[闯出祸来]]]，纷纷叫道：「算啦，算啦。师兄弟切磋武艺，不必认真。」;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
238;0,939990768;...贻患。把你养得这麽大了，想不到今日竟来反咬我一口。拿来９说著[[[伸出手来]]]。绿萼道：「爹爹要甚麽？」谷主道：「你还装假呢？那治情花之毒的...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
240;0,424528051;...先前力抗下坠之势，使劲过猛，此时但觉胸口塞闷、喉头甜甜的似欲[[[吐出血来]]]，知道自身脏腑已受内伤，实是不宜使力，苦于要害制于敌手，只得拼...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
234;0,397168442;...在山石上寻到了坚稳立足之处，好在那溪极是窄狭，六人站立两旁，[[[伸出手来]]]足够握到船边。法王叫一声：「起９六人同时用力。六人中只杨过与尹...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
255;0,098177541;...的感到一阵寒意。杨过知道一灯决不会跟她用强，郭襄是小孩儿家，[[[说出话来]]]瑛姑也不重视，自己再不干预，此事终无了局，于是冷然道：“瑛姑前...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
237;0,145913817;...接数刀，杨过手中的半截钢杖已给金刀砍起累累缺口，右手虎口上也[[[震出血来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
257;0,724180171;...不由得倒抽一口凉气：“竟难道襄儿在风陵渡一日两夜不归，已和他[[[做出事来]]]？”跟着便想：“杨过恨我害死他的父亲，恨芙儿断他手臂，更恨芙儿...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
249;0,46595744;...他们也伤不了我，你只管瞧热闹便是。」他年纪比武三通小的多，但[[[说出话来]]]，武三通不由自主的听从，於是依言坐在石上。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
230;0,24039227;只见洪七公取出小刀，斩去蜈蚣头尾，轻轻一捏，壳儿应手而落，[[[露出肉来]]]，雪白透明，有如大虾，甚是美观。杨过心想：「这般做法，只怕当真...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
244;0,175540353;...左手被他握著，想起此人乃杀父大仇，居然这般假惺惺作态，恨不得[[[拔出剑来]]]立时刺死了他，只是忌惮他的武功，不敢贸然动手，脸上强露笑容，说...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4
261;0,778021617;...的一响，那剑直飞出去，插在土中。田相公举起持剑的右手，虎口上[[[流出血来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 雪山飞狐.TXT;Fiction;Written;1980-2000;4
265;0,575049631;...畏惧你爹爹，又弄不到地图，就想假手官家，将你爹爹擒住，好迫他[[[交出图来]]]。那知天网恢恢，终於难逃孽报。唉，这宝藏不知害了多少人。」  ...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\文学\香港作家\1980 金庸 雪山飞狐.TXT;Fiction;Written;1980-2000;4
267;0,253944443;...前的生命形式没有延续到今天。设想要对所有我们可能遇到的东西都[[[叫出名字来]]]，那是不正确的。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 孟乡 福尔摩斯探案集04.txt;Fiction_t;Written;1980-2000;4
272;0,391077604;...甚至不肯把他交给总督的来人；直到最后迫于命令，没法可想，这才[[[交出人来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
285;0,159514503;...丈夫哪里肯听。就在老夫妇争辩的当儿，女儿已经生下一个男孩。他[[[拔出剑来]]]，走到女儿跟前说：;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
276;0,17902941;...之后，立即起床，把他的侍从叫进来，吩咐他们把公主劫走，不让她[[[喊出声音来]]]。他们从公爵方才进来时的暗门出去，把她放上马背；于是公爵领着众...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
269;0,281323007;...要是他肯帮忙，事情就好办了。只是那个犹太人爱钱如命，要他自愿[[[拿出钱来]]]，那是万难办到的；而萨拉丁又不愿施用强迫的手段。但是钱却非要不...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
287;0,711676525;...吓死了。我一听见这声音，就连忙把头蒙在被里，一直等到天亮才敢[[[伸出头来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
281;0,737829727;...多和绮思梦达所享受的快乐，只要也能让我享受到一半，那即使要我[[[拿出性命来]]]作代价，也是太便宜了。你们小姐不必惊奇，我虽然活着，却时时刻刻...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
271;0,710950628;...，低声下气地请求人们看在天主面上，让出一条路来。大家果然连忙[[[让出路来]]]。;Given;Yes;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
284;0,885973816;...证，又说他要想叫他们屈服、要想得到船上的一点点儿东西，非得先[[[拿出本事来]]]把他们打败不可。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
286;0,188029611;...披着全副甲胄的骑士追杀一个赤身露体的姑娘，把她当作野兽一般，[[[放出猎狗来]]]咬她，这实在是最可耻的行为。我一定要尽力保护她。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
295;0,427198518;...，而且对我们也会有很大的不利。我们现在就跟你讲明，你应当怎样[[[拿出胆量来]]]。今天一断黑，你就到圣玛丽亚·诺凡拉教堂外面的一座新坟那儿去。...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
280;0,247620991;...我一句来，说话不留转弯的余地，因之容易冲撞，言语冲撞了，就会[[[拔出拳头来]]]殴打，那时候，就要闹事闯祸了。为了防止这一着，和别人的造谣中伤...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
289;0,789089934;...就是把我错当别人了。他在离开府上不远的一条大街上瞧见了我，就[[[拔出剑来]]]嚷道：'王八羔子，我要你的命！'我哪里还敢问他什么道理，只顾拔...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
297;0,08580588;...他要的利息太高，非三角息不借。而且，你要是向他借钱，他还要你[[[拿出东西来]]]做抵押。我愿意拿我的人，我的东西，给他当作一部分抵押，可是其余...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
277;0,345471014;...卜一口答应下来，在场的那许多商人，觉得这不是儿戏，唯恐将来会[[[闹出乱子来]]]，就尽力劝阻，只是那两个人正在火头上，哪儿肯听，当场各自亲笔签...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
294;0,779783954;"...的心肝，""那娘儿在里面回答，""这不行，门一开，就会咿咿呀呀的[[[发出声响来]]]，我哥哥一定会听见的。我立刻去打发他走，那我就好回来放你进来了...";New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4
303;0,98381901;"　　""这事发生在什么时间？""警官[[[掏出笔记本来]]]。";New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 李家云 福尔摩斯探案集03.txt;Fiction_t;Written;1980-2000;4
304;0,293741313;...了。他象一条鳝鱼一样很快绕着桌子跑开了，过了一会，他从衣服里[[[掏出枪来]]]。我听到他把机头打开，但还没来得及开枪，就被我死死抓住了枪管，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 李家云 福尔摩斯探案集03.txt;Fiction_t;Written;1980-2000;4
305;0,253879086;...仍在低声交谈，两个警察正在打盹。他走过来，紧挨年轻旅客坐下，[[[伸出手来]]]，说道：;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 李家云 福尔摩斯探案集03.txt;Fiction_t;Written;1980-2000;4
